unique_id,beschrijvende_id,volledige_naam,Ident_8,lve_nr,Kmp_Rsys,Rijstrook,X_EPSG_31370,Y_EPSG_31370,Lon_EPSG_4326,Lat_EPSG_4326
2471,H108L10,Oprit Houtstraat,R0040451,349,0.165,R10,110740.6829,195428.7371,3.808660589,51.6766838
2470,S205L10,Complex nr2 Oostakker Centrum,R0040361,348,0.237,R10,109373.9941,197213.8639,3.78896482,51.8362
1139,H211L20,Geel-West - Herentals-Oost (richting Ant,A0130002,175,31.229,R11,185355.1793,204283.313,4.874013556,51.14750123
1138,H211L10,Geel-West - Herentals-Oost (richting Ant,A0130002,175,31.229,R10,185355.1793,204283.313,4.874013556,51.14750123
2469,H108L20,Complex nr2 Oostakker Centrum,R0040211,348,0.32,R11,109123.3315,197313.4715,3.785376501,51.844977
1137,S201L20,Geel-West - Herentals-Oost (richting Ant,A0130002,175,32.57,R11,186153.2963,204064.6801,4.885397261,51.14548917
2468,H108L10,Complex nr2 Oostakker Centrum,R0040211,348,0.32,R10,109123.3315,197313.4715,3.785376501,51.844977
1136,S201L10,Geel-West - Herentals-Oost (richting Ant,A0130002,175,32.57,R10,186153.2963,204064.6801,4.885397261,51.14548917
2467,S206L10,Complex nr6 Kruishoutem,A0140951,347,0.517,R10,88775.3037,179002.9781,3.498059958,50.91812122
1135,S221L20,Geel-West - Herentals-Oost (richting Ant,A0130002,174,32.931,R11,186996.7529,203833.7627,4.89742657,51.14336015
2466,S207L10,Complex nr6 Kruishoutem,A0140921,347,0.36,R10,88747.3387,179057.2433,3.49765325,50.91860605
1134,S221L10,Geel-West - Herentals-Oost (richting Ant,A0130002,174,32.931,R10,186996.7529,203833.7627,4.89742657,51.14336015
2465,H208L10,Complex nr6 Kruishoutem,A0140911,347,0.6,R10,88642.4271,178813.8049,3.496202046,50.91640679
1133,H211L20,Geel-West - Herentals-Oost (richting Ant,A0130002,174,33.769,R11,187789.3453,203556.2435,4.908723161,51.14081436
2464,H205L10,Complex nr6 Kruishoutem,A0140961,347,0.366,R10,88599.8169,178846.7413,3.495590649,50.91669834
3795,H107L10,Parking Rotselaar,A0029402,434,71.928,R10,179641.5253,182308.3401,4.790575391,50.95029677
3796,S108L10,Parking Rotselaar,A0029411,434,71.649,R10,179895.1087,182471.2545,4.794197305,50.95174819
3797,S192L10,Parking Rotselaar,A0020001,434,71.643,R10,179898.8683,182456.6209,4.794249613,50.95161646
3798,S192L20,Parking Rotselaar,A0020001,434,71.643,R11,179898.8683,182456.6209,4.794249613,50.95161646
3799,S105L10,Parking Rotselaar,A0029402,434,71.627,R10,179917.3417,182428.2673,4.794510188,50.95136063
1154,S221L10,Herentals-Oost - Herentals-Industrie (ri,A0130002,177,27.377,R10,181640.6107,205306.4729,4.821019644,51.15691596
2485,H192L10,Snede Peutie richting Antwerpen,A0010001,329,6.935,R10,158283.49,182541.1883,4.486633509,50.95308938
1153,H211L20,Herentals-Oost - Herentals-Industrie (ri,A0130002,177,28.231,R11,182462.99,205081.5571,4.832740105,51.1548487
2484,S108L10,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0011711,281,0.88,R10,156016.6353,177761.8291,4.454300605,50.91015446
1152,H211L10,Herentals-Oost - Herentals-Industrie (ri,A0130002,177,28.231,R10,182462.99,205081.5571,4.832740105,51.1548487
2483,S192L30,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0010001,281,1.846,R12,156109.1025,177928.4517,4.455618145,50.91165131
1151,S201L20,Herentals-Oost - Herentals-Industrie (ri,A0130002,177,28.961,R11,183165.5333,204889.9611,4.842777878,51.15308655
2482,S192L20,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0010001,281,1.846,R11,156109.1025,177928.4517,4.455618145,50.91165131
1150,S201L10,Herentals-Oost - Herentals-Industrie (ri,A0130002,177,28.961,R10,183165.5333,204889.9611,4.842777878,51.15308655
2481,S192L10,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0010001,281,1.846,R10,156109.1025,177928.4517,4.455618145,50.91165131
2480,H291L30,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0010002,281,1.879,R12,156075.5141,177996.1541,4.455141682,50.91226027
1149,S205L10,complex Herentals-Oost (22),A0130961,176,0.65,R10,183678.5959,204770.8535,4.850099618,51.15198625
1148,S207L10,complex Herentals-Oost (22),A0130921,176,0.36,R10,183727.8381,204751.4781,4.850801581,51.15180921
2479,H291L20,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0010002,281,1.879,R11,156075.5141,177996.1541,4.455141682,50.91226027
1147,S291L20,complex Herentals-Oost (22),A0130002,176,29.513,R11,183693.9527,204740.7187,4.850316298,51.15171448
2478,H291L10,Complex nr 12 Vilvoorde-Luchthavenlaan h,A0010002,281,1.879,R10,156075.5141,177996.1541,4.455141682,50.91226027
1146,S291L10,complex Herentals-Oost (22),A0130002,176,29.513,R10,183693.9527,204740.7187,4.850316298,51.15171448
2477,H192L20,Snede Zoersel - Oelegem,A0210001,331,17.588,R11,170923.3811,214059.4265,4.668338172,51.23607926
1145,S106L10,complex Herentals-Oost (22),A0130951,176,0.65,R10,184360.4837,204518.6285,4.859821182,51.14967895
2476,H192L10,Snede Zoersel - Oelegem,A0210001,331,17.588,R10,170923.3811,214059.4265,4.668338172,51.23607926
1144,S108L10,complex Herentals-Oost (22),A0130911,176,0.36,R10,184300.5011,204535.3833,4.858965545,51.14983312
2475,H191L20,Snede Zoersel - Oelegem,A0210002,331,17.583,R11,170914.4479,214068.919,4.66821077,51.23615747
1165,H205L10,complex Herentals-Industrie (21) + aangr,A0130861,178,0.198,R10,179970.1271,205954.3559,4.797196221,51.1628286
2496,S208L10,Complex nr 24 Boutersem,A0031211,271,0.172,R10,181238.8397,168591.515,4.812138484,50.82690481
1164,H207L10,complex Herentals-Industrie (21) + aangr,A0130821,178,0.42,R10,180139.3323,205867.4109,4.799607826,51.16203829
2495,S205L10,Complex nr 24 Boutersem,A0031261,271,0.249,R10,181279.1073,168631.6863,4.812713461,50.82726793
1163,H291L20,complex Herentals-Industrie (21) + aangr,A0130002,178,25.693,R11,180067.4801,205883.3279,4.798582018,51.1621851
2494,H207L10,Complex nr 24 Boutersem,A0031221,271,0.22,R10,181510.6311,168547.2825,4.815992301,50.82649668
1162,H291L10,complex Herentals-Industrie (21) + aangr,A0130002,178,25.693,R10,180067.4801,205883.3279,4.798582018,51.1621851
2493,H292L30,Complex nr 24 Boutersem,A0030001,271,31.156,R12,181489.4577,168518.7165,4.815689343,50.82624104
1161,S106L10,complex Herentals-Industrie (21) + aangr,A0130851,178,0.205,R10,180214.1365,205776.2617,4.800669561,51.16121508
2492,H292L20,Complex nr 24 Boutersem,A0030001,271,31.156,R11,181489.4577,168518.7165,4.815689343,50.82624104
1160,S108L10,complex Herentals-Industrie (21) + aangr,A0130811,178,0.14,R10,180032.7997,205869.1255,4.798085085,51.16205925
2491,H292L10,Complex nr 24 Boutersem,A0030001,271,31.156,R10,181489.4577,168518.7165,4.815689343,50.82624104
2490,H291L30,Complex nr 24 Boutersem,A0030002,271,31.148,R12,181492.9257,168537.9561,4.81574021,50.8264138
1159,H292L20,complex Herentals-Industrie (21) + aangr,A0130001,178,25.756,R11,180118.9615,205842.5469,4.799314561,51.16181586
1158,S192L10,complex Herentals-Industrie (21) + aangr,A0130001,178,25.756,R10,180118.9615,205842.5469,4.799314561,51.16181586
2489,H291L20,Complex nr 24 Boutersem,A0030002,271,31.148,R11,181492.9257,168537.9561,4.81574021,50.8264138
1157,S201L20,complex Herentals-Industrie (21) + aangr,A0130002,178,26.532,R11,180830.4781,205540.6559,4.809459979,51.15906475
2488,H291L10,Complex nr 24 Boutersem,A0030002,271,31.148,R10,181492.9257,168537.9561,4.81574021,50.8264138
1156,S201L10,complex Herentals-Industrie (21) + aangr,A0130002,178,26.532,R10,180830.4781,205540.6559,4.809459979,51.15906475
2487,H192L30,Snede Peutie richting Antwerpen,A0010001,329,6.935,R12,158283.49,182541.1883,4.486633509,50.95308938
1155,S221L20,Herentals-Oost - Herentals-Industrie (ri,A0130002,177,27.377,R11,181640.6107,205306.4729,4.821019644,51.15691596
2486,H192L20,Snede Peutie richting Antwerpen,A0010001,329,6.935,R11,158283.49,182541.1883,4.486633509,50.95308938
4200,H291L30,Snede onder portiek A11 E313 kmpt 2,2,A0130002,571,2.193,R11,157349.7623,211297.1257,4.473935441,51.21158437
4201,H291L40,Snede onder portiek A11 E313 kmpt 2,2,A0130002,571,2.193,R12,157349.7623,211297.1257,4.473935441,51.21158437
1176,H291L10,complex Herentals-West (20) + aangrenzen,A0130002,179,22.315,R10,177041.327,207385.3687,4.755430696,51.17583591
1175,S106L10,complex Herentals-West (20) + aangrenzen,A0130751,179,0.16,R10,177516.3335,207126.4989,4.762207499,51.1734866
1174,S108L10,complex Herentals-West (20) + aangrenzen,A0130711,179,0.28,R10,177382.6375,207188.6937,4.760300538,51.174052
1173,S192L20,complex Herentals-West (20) + aangrenzen,A0130001,179,22.788,R11,177460.9645,207166.6275,4.761418842,51.17384993
1172,S192L10,complex Herentals-West (20) + aangrenzen,A0130001,179,22.788,R10,177460.9645,207166.6275,4.761418842,51.17384993
1171,H211L20,complex Herentals-West (20) + aangrenzen,A0130002,179,23.223,R11,177857.3161,206988.2091,4.767072426,51.17222722
1170,H211L10,complex Herentals-West (20) + aangrenzen,A0130002,179,23.223,R10,177857.3161,206988.2091,4.767072426,51.17222722
1169,S201L20,complex Herentals-West (20) + aangrenzen,A0130002,179,24.111,R11,178651.4275,206588.7777,4.778395182,51.16859806
1168,S201L10,complex Herentals-West (20) + aangrenzen,A0130002,179,24.111,R10,178651.4275,206588.7777,4.778395182,51.16859806
2499,H192L10,Complex nr 16 Gasthuisberg,A0020001,272,84.147,R10,170830.3635,174286.1073,4.664731234,50.87856658
1167,S211L20,complex Herentals-Industrie (21) + aangr,A0130002,178,24.957,R11,179409.2925,206212.5287,4.789199882,51.16517803
2498,S106L10,Complex nr 24 Boutersem,A0031251,271,0.283,R10,181761.8069,168408.307,4.819545216,50.82523121
1166,S211L10,complex Herentals-Industrie (21) + aangr,A0130002,178,24.957,R10,179409.2925,206212.5287,4.789199882,51.16517803
2497,S208L20,Complex nr 24 Boutersem,A0031211,271,0.172,R11,181238.8397,168591.515,4.812138484,50.82690481
4210,H191L10,R2 RSS H01 kmpt 89,3,R0020002,533,89.272,R09,148276.9959,222960.3913,4.34404621,51.31646147
4211,H191L20,R2 RSS H01 kmpt 89,3,R0020002,533,89.272,R10,148276.9959,222960.3913,4.34404621,51.31646147
4212,H191L30,R2 RSS H01 kmpt 89,3,R0020002,533,89.272,R11,148276.9959,222960.3913,4.34404621,51.31646147
1187,S201L20,Herentals-West - Massenhoven (richting A,A0130002,181,19.171,R11,173933.3787,207839.8279,4.711023396,51.18005815
1186,S201L10,Herentals-West - Massenhoven (richting A,A0130002,181,19.171,R10,173933.3787,207839.8279,4.711023396,51.18005815
1185,S221L20,Herentals-West - Massenhoven (richting A,A0130002,180,20.27,R11,174787.8679,207751.7697,4.723237076,51.17923054
1184,S221L10,Herentals-West - Massenhoven (richting A,A0130002,180,20.27,R10,174787.8679,207751.7697,4.723237076,51.17923054
1183,H211L20,Herentals-West - Massenhoven (richting A,A0130002,180,20.864,R11,175621.7029,207665.2889,4.735155077,51.17841676
1182,H211L10,Herentals-West - Massenhoven (richting A,A0130002,180,20.864,R10,175621.7029,207665.2889,4.735155077,51.17841676
1181,S201L20,Herentals-West - Massenhoven (richting A,A0130002,180,21.691,R11,176443.2121,207564.8851,4.74689539,51.1774772
1180,S201L10,Herentals-West - Massenhoven (richting A,A0130002,180,21.691,R10,176443.2121,207564.8851,4.74689539,51.1774772
1179,H205L10,complex Herentals-West (20) + aangrenzen,A0130761,179,0.168,R10,176937.517,207443.1191,4.753948135,51.17635986
1178,H207L10,complex Herentals-West (20) + aangrenzen,A0130721,179,0.16,R10,177074.8105,207384.165,4.755913594,51.17582217
1177,H291L20,complex Herentals-West (20) + aangrenzen,A0130002,179,22.315,R11,177041.327,207385.3687,4.755430696,51.17583591
4202,H291L10,Snede onder portiek A11 E313 kmpt 0,8,A0130002,572,0.786,R09,156215.2581,211762.6243,4.457708256,51.21578188
4203,H291L20,Snede onder portiek A11 E313 kmpt 0,8,A0130002,572,0.786,R10,156215.2581,211762.6243,4.457708256,51.21578188
4204,H291L30,Snede onder portiek A11 E313 kmpt 0,8,A0130002,572,0.786,R11,156215.2581,211762.6243,4.457708256,51.21578188
4205,H291L40,Snede onder portiek A11 E313 kmpt 0,8,A0130002,572,0.786,R12,156215.2581,211762.6243,4.457708256,51.21578188
4206,H192L10,R2 RSS H01 kmpt 89,3,R0022231,533,0.544,R10,148295.671,222929.7155,4.34430554,51.31618581
4207,H192L20,R2 RSS H01 kmpt 89,3,R0022231,533,0.544,R11,148295.671,222929.7155,4.34430554,51.31618581
4208,H192L30,R2 RSS H01 kmpt 89,3,R0020001,533,89.279,R10,148286.3323,222944.5583,4.344180192,51.31631919
4209,H192L40,R2 RSS H01 kmpt 89,3,R0020001,533,89.279,R11,148286.3323,222944.5583,4.344180192,51.31631919
1190,S221L10,Herentals-West - Massenhoven (richting A,A0130002,181,17.469,R10,172241.3573,208029.6393,4.686838085,51.18183203
4220,H191L20,R2 RSS H02 kmpt 88,8,R0020002,534,88.842,R11,147891.2043,222760.6459,4.338514067,51.3146649
4221,H191L30,R2 RSS H02 kmpt 88,8,R0020002,534,88.842,R12,147891.2043,222760.6459,4.338514067,51.3146649
4222,H107L10,R2 RSS H02 kmpt 88,8,R0020002,534,88.842,R08,147891.2043,222760.6459,4.338514067,51.3146649
4223,H107L20,R2 RSS H02 kmpt 88,8,R0020002,534,88.842,R09,147891.2043,222760.6459,4.338514067,51.3146649
1198,H291L10,complex Massenhoven (19) + aangrenzende,A0130002,183,14.142,R10,169177.8043,209272.7783,4.643091435,51.193116
1197,S221L20,Herentals-West - Massenhoven (richting A,A0130002,182,14.974,R11,169967.1697,209018.7477,4.654369023,51.19080585
1196,S221L10,Herentals-West - Massenhoven (richting A,A0130002,182,14.974,R10,169967.1697,209018.7477,4.654369023,51.19080585
1195,H211L20,Herentals-West - Massenhoven (richting A,A0130002,182,15.775,R11,170686.5723,208670.3949,4.664639412,51.18764932
1194,H211L10,Herentals-West - Massenhoven (richting A,A0130002,182,15.775,R10,170686.5723,208670.3949,4.664639412,51.18764932
1193,S201L20,Herentals-West - Massenhoven (richting A,A0130002,182,16.628,R11,171452.2137,208301.3063,4.67556849,51.1843038
1192,S201L10,Herentals-West - Massenhoven (richting A,A0130002,182,16.628,R10,171452.2137,208301.3063,4.67556849,51.1843038
1191,S221L20,Herentals-West - Massenhoven (richting A,A0130002,181,17.469,R11,172241.3573,208029.6393,4.686838085,51.18183203
1189,H211L20,Herentals-West - Massenhoven (richting A,A0130002,181,18.314,R11,173079.8185,207928.1767,4.698822588,51.18088707
1188,H211L10,Herentals-West - Massenhoven (richting A,A0130002,181,18.314,R10,173079.8185,207928.1767,4.698822588,51.18088707
4213,H191L40,R2 RSS H01 kmpt 89,3,R0020002,533,89.272,R12,148276.9959,222960.3913,4.34404621,51.31646147
4214,H192L10,R2 RSS H02 kmpt 88,8,R0022231,534,0.181,R09,147905.8901,222731.7239,4.338724856,51.314405
4215,H192L20,R2 RSS H02 kmpt 88,8,R0022231,534,0.181,R10,147905.8901,222731.7239,4.338724856,51.314405
4216,H192L30,R2 RSS H02 kmpt 88,8,R0022231,534,0.181,R11,147905.8901,222731.7239,4.338724856,51.314405
4217,H192L40,R2 RSS H02 kmpt 88,8,R0020001,534,88.844,R10,147897.8097,222748.6267,4.33860887,51.31455689
4218,H192L50,R2 RSS H02 kmpt 88,8,R0020001,534,88.844,R11,147897.8097,222748.6267,4.33860887,51.31455689
4219,H191L10,R2 RSS H02 kmpt 88,8,R0020002,534,88.842,R10,147891.2043,222760.6459,4.338514067,51.3146649
4230,H208L10,R2 RSS H03 kmpt 88,3,R0020001,535,88.313,R08,147418.9537,222491.4595,4.33174288,51.31224355
4231,H192L10,R2 RSS H06 kmpt 86,8,R0020001,536,86.798,R10,146091.4081,221793.6745,4.312711512,51.30596445
4232,H192L20,R2 RSS H06 kmpt 86,8,R0020001,536,86.798,R11,146091.4081,221793.6745,4.312711512,51.30596445
4233,H191L10,R2 RSS H06 kmpt 86,8,R0020002,536,86.81,R09,146090.6839,221806.223,4.312700996,51.30607542
4234,H191L20,R2 RSS H06 kmpt 86,8,R0020002,536,86.81,R10,146090.6839,221806.223,4.312700996,51.30607542
1199,H291L20,complex Massenhoven (19) + aangrenzende,A0130002,183,14.142,R11,169177.8043,209272.7783,4.643091435,51.193116
4224,H291L10,R2 RSS H03 kmpt 88,3,R0020002,535,88.316,R10,147418.3613,222510.8553,4.331734248,51.31241788
4225,H291L20,R2 RSS H03 kmpt 88,3,R0020002,535,88.316,R11,147418.3613,222510.8553,4.331734248,51.31241788
4226,H292L10,R2 RSS H03 kmpt 88,3,R0020001,535,88.313,R09,147418.9537,222491.4595,4.33174288,51.31224355
4227,H292L20,R2 RSS H03 kmpt 88,3,R0020001,535,88.313,R10,147418.9537,222491.4595,4.33174288,51.31224355
4228,H292L30,R2 RSS H03 kmpt 88,3,R0020001,535,88.313,R11,147418.9537,222491.4595,4.33174288,51.31224355
4229,H205L10,R2 RSS H03 kmpt 88,3,R0020002,535,88.316,R09,147418.3613,222510.8553,4.331734248,51.31241788
4240,H292L20,R2 RSS H10 kmpt 85,9,R0020001,538,85.901,R11,145351.4671,221308.9803,4.302107349,51.30160254
4241,H291L10,R2 RSS H11 kmpt 84,5,R0020002,539,84.481,R10,144686.6611,220060.7911,4.292593494,51.29037798
4242,H291L20,R2 RSS H11 kmpt 84,5,R0020002,539,84.481,R11,144686.6611,220060.7911,4.292593494,51.29037798
4243,H292L10,R2 RSS H11 kmpt 84,5,R0020001,539,84.482,R10,144699.731,220055.675,4.292771498,51.29032665
4244,H292L20,R2 RSS H11 kmpt 84,5,R0020001,539,84.482,R11,144699.731,220055.675,4.292771498,51.29032665
4245,H291L10,R2 RSS H15 kmpt 83,5,R0020002,540,83.594,R10,144340.3575,219360.7111,4.28764023,51.2840823
300,H102L20,Aalbeke - grens Walloni,A0170001,3,22.545,R11,70768.595,164055.8483,3.245223025,50.78159353
301,H101L10,Aalbeke - grens Walloni,A0170002,3,22.54,R10,70755.4101,164037.9123,3.245047528,50.78143059
302,H101L20,Aalbeke - grens Walloni,A0170002,3,22.54,R11,70755.4101,164037.9123,3.245047528,50.78143059
303,H102L00,Zandvoorde - Oostende,A0100001,27,103.997,P00,49775.4377,212295.3611,2.934401877,51.21191103
304,H102L10,Zandvoorde - Oostende,A0100001,27,103.997,R10,49775.4377,212295.3611,2.934401877,51.21191103
305,H102L20,Zandvoorde - Oostende,A0100001,27,103.997,R11,49775.4377,212295.3611,2.934401877,51.21191103
4235,H191L30,R2 RSS H06 kmpt 86,8,R0020002,536,86.81,R11,146090.6839,221806.223,4.312700996,51.30607542
306,H101L10,Zandvoorde - Oostende,A0100002,27,104.3,R10,49763.2601,212290.5381,2.934228974,51.21186557
4236,H291L10,R2 RSS H08 kmpt 86,5,R0020002,537,86.464,R09,145786.2419,221644.3215,4.308337323,51.30461993
307,H101L20,Zandvoorde - Oostende,A0100002,27,104.3,R11,49763.2601,212290.5381,2.934228974,51.21186557
4237,H291L20,R2 RSS H08 kmpt 86,5,R0020002,537,86.464,R10,145786.2419,221644.3215,4.308337323,51.30461993
308,H122L00,Zandvoorde - Oostende,A0100001,27,103.88,P00,49861.9771,212217.6479,2.935661524,51.21122765
4238,H291L30,R2 RSS H08 kmpt 86,5,R0020002,537,86.464,R11,145786.2419,221644.3215,4.308337323,51.30461993
309,H122L10,Zandvoorde - Oostende,A0100001,27,103.88,R10,49861.9771,212217.6479,2.935661524,51.21122765
4239,H292L10,R2 RSS H10 kmpt 85,9,R0020001,538,85.901,R10,145351.4671,221308.9803,4.302107349,51.30160254
4250,H291L20,R0 fronton 4armen kmpt 24,2,R0000002,531,24.254,R11,157583.6909,167629.7649,4.476371718,50.81905421
4251,H292L10,R0 fronton 4armen kmpt 24,7,R0000001,556,24.805,R10,157765.869,168150.3571,4.478956935,50.82373171
4252,H292L20,R0 fronton 4armen kmpt 24,7,R0000001,556,24.805,R11,157765.869,168150.3571,4.478956935,50.82373171
4253,H291L10,R0 fronton 4armen kmpt 24,7,R0000002,556,24.801,R10,157751.2389,168142.7215,4.478760237,50.82366325
4254,H291L20,R0 fronton 4armen kmpt 24,7,R0000002,556,24.801,R11,157751.2389,168142.7215,4.478760237,50.82366325
310,H122L20,Zandvoorde - Oostende,A0100001,27,103.88,R11,49861.9771,212217.6479,2.935661524,51.21122765
311,H124L00,Zandvoorde - Oostende,A0100001,27,104.118,P00,49691.1955,212381.8379,2.933172638,51.21267355
312,H124L10,Zandvoorde - Oostende,A0100001,27,104.118,R10,49691.1955,212381.8379,2.933172638,51.21267355
313,H124L20,Zandvoorde - Oostende,A0100001,27,104.118,R11,49691.1955,212381.8379,2.933172638,51.21267355
314,H192L10,knooppunt Jabbeke,A0180001,28,46.891,R10,59818.9599,210012.2013,3.7867575,51.19304768
315,H192L20,knooppunt Jabbeke,A0180001,28,46.891,R11,59818.9599,210012.2013,3.7867575,51.19304768
316,H191L10,knooppunt Jabbeke,A0180002,28,46.82,R10,59819.6851,210032.1275,3.78681173,51.19322687
4246,H291L20,R2 RSS H15 kmpt 83,5,R0020002,540,83.594,R11,144340.3575,219360.7111,4.28764023,51.2840823
317,H191L20,knooppunt Jabbeke,A0180002,28,46.82,R11,59819.6851,210032.1275,3.78681173,51.19322687
4247,H292L10,R0 fronton 4armen kmpt 24,2,R0000001,531,24.245,R10,157594.8365,167623.915,4.476529746,50.81899408
318,H107L10,knooppunt Jabbeke,A0100001,28,93.648,R10,59823.3863,210049.9747,3.78729677,51.19338785
4248,H292L20,R0 fronton 4armen kmpt 24,2,R0000001,531,24.245,R11,157594.8365,167623.915,4.476529746,50.81899408
319,H107L20,knooppunt Jabbeke,A0100001,28,93.648,R11,59823.3863,210049.9747,3.78729677,51.19338785
4249,H291L10,R0 fronton 4armen kmpt 24,2,R0000002,531,24.254,R10,157583.6909,167629.7649,4.476371718,50.81905421
4260,H291L30,E34 kmpt 14,575 enkele snede,A0210002,549,14.673,R11,168809.3069,211998.8081,4.637961937,51.21763075
4261,H291L10,E34 RVMS kmpt 15,605,A0210002,550,15.69,B09,169552.953,212709.5859,4.648631294,51.2239947
4262,H291L20,E34 RVMS kmpt 15,605,A0210002,550,15.69,R10,169552.953,212709.5859,4.648631294,51.2239947
4263,H291L30,E34 RVMS kmpt 15,605,A0210002,550,15.69,R11,169552.953,212709.5859,4.648631294,51.2239947
4267,H291L10,E34 kmpt 21,39 enkele snede,A0210002,552,21.406,B09,174593.2929,214940.9109,4.720943154,51.24385717
320,H106L10,knooppunt Jabbeke,A0100002,28,93.638,R10,59793.3009,209915.1339,3.78332877,51.19217132
321,H106L20,knooppunt Jabbeke,A0100002,28,93.638,R11,59793.3009,209915.1339,3.78332877,51.19217132
322,H108L10,knooppunt Jabbeke,A0105101,28,0,R10,59795.95,209903.8619,3.78360115,51.19207028
323,H108L20,knooppunt Jabbeke,A0180711,28,2,R10,59795.8087,209892.7805,3.78374299,51.19197082
324,S205L10,knooppunt Jabbeke,A0102321,28,0.895,R10,59222.1861,210015.775,3.7013964,51.19298008
325,H291L10,complex Torhout (10),A0170002,29,57.574,R10,64834.7829,197230.3899,3.153407158,51.7893262
326,H291L20,complex Torhout (10),A0170002,29,57.574,R11,64834.7829,197230.3899,3.153407158,51.7893262
327,H292L10,complex Torhout (10),A0170001,29,57.564,R10,64848.6023,197222.9609,3.153606067,51.7886788
328,H292L20,complex Torhout (10),A0170001,29,57.564,R11,64848.6023,197222.9609,3.153606067,51.7886788
4258,H291L10,E34 kmpt 14,575 enkele snede,A0210002,549,14.673,B09,168809.3069,211998.8081,4.637961937,51.21763075
329,H207L10,complex Torhout (10),A0171521,29,0.287,R10,64780.6385,197256.9715,3.152628421,51.7916356
4259,H291L20,E34 kmpt 14,575 enkele snede,A0210002,549,14.673,R10,168809.3069,211998.8081,4.637961937,51.21763075
4271,H291L20,E34 RVMS kmpt 23,2,A0210002,553,23.244,R10,176432.6039,214932.2495,4.747281726,51.24369782
4272,H291L30,E34 RVMS kmpt 23,2,A0210002,553,23.244,R11,176432.6039,214932.2495,4.747281726,51.24369782
4276,H292L10,Complex nr 12 Lillo,R0020001,274,86.276,R09,145634.1443,221547.8357,4.306157546,51.30375158
4277,H292L20,Complex nr 12 Lillo,R0020001,274,86.276,R10,145634.1443,221547.8357,4.306157546,51.30375158
4278,H292L30,Complex nr 12 Lillo,R0020001,274,86.276,R11,145634.1443,221547.8357,4.306157546,51.30375158
4270,H291L10,E34 RVMS kmpt 23,2,A0210002,553,23.244,B09,176432.6039,214932.2495,4.747281726,51.24369782
330,H205L10,complex Torhout (10),A0171561,29,0.43,R10,64767.3451,197168.6239,3.15245939,51.7836757
331,H208L10,complex Torhout (10),A017J021,29,0,R10,64779.6903,197209.3127,3.152626024,51.7873508
332,H206L10,complex Torhout (10),A017J011,29,0,R10,64780.5399,197209.2091,3.152638171,51.7873427
333,H221L10,Aalter - Beernem,A0100002,32,68.642,R10,82020.8973,198818.1195,3.398333889,51.9547526
334,H221L20,Aalter - Beernem,A0100002,32,68.642,R11,82020.8973,198818.1195,3.398333889,51.9547526
335,H221L30,Aalter - Beernem,A0100002,32,68.642,R12,82020.8973,198818.1195,3.398333889,51.9547526
336,H222L10,Aalter - Beernem,A0100001,32,68.639,R10,82033.4353,198837.813,3.398509319,51.9564716
337,H222L20,Aalter - Beernem,A0100001,32,68.639,R11,82033.4353,198837.813,3.398509319,51.9564716
338,H222L30,Aalter - Beernem,A0100001,32,68.639,R12,82033.4353,198837.813,3.398509319,51.9564716
4268,H291L20,E34 kmpt 21,39 enkele snede,A0210002,552,21.406,R10,174593.2929,214940.9109,4.720943154,51.24385717
339,H221L10,Westkapelle - Maldegem,N0490002,33,71.74,R10,82152.165,215676.2103,3.397058462,51.24700766
4269,H291L30,E34 kmpt 21,39 enkele snede,A0210002,552,21.406,R11,174593.2929,214940.9109,4.720943154,51.24385717
4282,H291L10,E19 snede BWM kmpt 46,6,A0010002,583,46.598,R10,163852.7443,222688.4341,4.567433226,51.31385184
4283,H291L20,E19 snede BWM kmpt 46,6,A0010002,583,46.598,R11,163852.7443,222688.4341,4.567433226,51.31385184
4284,H291L10,E19 snede BWM kmpt 48,1,A0010002,584,48.123,R10,165058.1547,223629.7431,4.584760393,51.32228197
4285,H291L20,E19 snede BWM kmpt 48,1,A0010002,584,48.123,R11,165058.1547,223629.7431,4.584760393,51.32228197
4286,H291L10,E19 snede BWM kmpt 49,6,A0010002,585,49.622,R10,166198.7259,224594.9913,4.60116467,51.33092653
4287,H291L20,E19 snede BWM kmpt 49,6,A0010002,585,49.622,R11,166198.7259,224594.9913,4.60116467,51.33092653
4288,H291L10,E19 snede BWM kmpt 51,1,A0010002,586,51.151,R10,167207.6537,225736.2705,4.615694421,51.3411549
4289,H291L20,E19 snede BWM kmpt 51,1,A0010002,586,51.151,R11,167207.6537,225736.2705,4.615694421,51.3411549
4280,S191L20,Complex nr 12 Lillo,R0020002,274,86.126,R10,145496.9269,221474.2725,4.304190926,51.30308934
340,H221L20,Westkapelle - Maldegem,N0490002,33,71.74,R11,82152.165,215676.2103,3.397058462,51.24700766
4281,S191L30,Complex nr 12 Lillo,R0020002,274,86.126,R11,145496.9269,221474.2725,4.304190926,51.30308934
341,H222L10,Westkapelle - Maldegem,N0490001,33,71.71,R10,82163.3941,215678.6471,3.397220933,51.24703089
